Web Server (APP),Tahun,Bidang ,Total Current Live Websites,Current Customers (Websites),Location,Sales Revenue,Tech Spend,Social,Employees,Traffic,Current Live Webites by Country
Shopify,2020 - 2024,eCommerce,"4,708,257",zenyum.com,Indonesia,$491k+,$5000+,,,Medium,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",ppdbsumbar.id,Indonesia,$1k+,$50+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",sukkhacitta.com,Indonesia,$145k+,$2000+,"10,000+",,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",kelkemenangantani.pemkomedan.go.id,Indonesia,$460k+,$2000+,250+,,High,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",bkpsdma.sinjaikab.go.id,Indonesia,,$100+,"1,000+",,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",fastprint.co.id,Indonesia,$102k+,$1000+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",itvonline.id,Indonesia,$1k+,$50+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",sipoke.sukoharjokab.go.id,Indonesia,,$2000+,"1,000+",,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",resi.id,Indonesia,$12k+,$100+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",djobs.id,Indonesia,$12k+,$2000+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",dashboard.uinbanten.ac.id,Indonesia,,$250+,,,Medium,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",atmos.co.id,Indonesia,$1k+,$50+,"150,000+",,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",sesa.id,Indonesia,$78k+,$1000+,"20,000+",,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",jdih.sumbawabaratkab.go.id,Indonesia,,$250+,,,Medium,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",ion-casino.stikeswirahusada.ac.id,Indonesia,,$100+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",stie-kusumanegara.ac.id,Indonesia,$1k+,$100+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",idnslot.jalanjalanenak.com,Indonesia,,$50+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",virdi-software.com,Indonesia,$1k+,$50+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",joebillyguitars.com,Indonesia,$1k+,$50+,"50,000+",,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",merdekanews.co.id,Indonesia,$16k+,$5000+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",esgotado.com,Indonesia,$121k+,$50+,"2,000+",,Medium,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",akperrsdustira.ac.id,Indonesia,$1k+,$50+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",morebymorello.com,Indonesia,$123k+,$1000+,"10,000+",,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",ejurnal.polnes.ac.id,Indonesia,,$250+,,,Medium,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",sikprokumda.inhilkab.go.id,Indonesia,,$500+,0+,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",sld.co.id,Indonesia,$1k+,$2000+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",stmikglobal.ac.id,Indonesia,$1k+,$50+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",infoharga.id,Indonesia,$12k+,$100+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",jarhie.com,Indonesia,$1k+,$50+,"2,000+",,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",distan.sambas.go.id,Indonesia,$1k+,$5000+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",wisuda.sttindonesia.ac.id,Indonesia,,$250+,,,-,"7,394"
Shopify,2020 - 2024,eCommerce,"4,708,257",303grilldallas.com,Indonesia,$1k+,$5000+,"1,000+",,-,"7,394"
Magento,2020 - 2024,eCommerce,"129,106",shmoop.com,United States,,$2000+,"1,000+",,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",personalizedjewelry.jcpenney.com,United States,,$10000+,"300,000+","100,000+",High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",teacherexpress.scholastic.com,United States,$142m+,$10000+,"150,000+","1,000+",Very High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",shopyourway.com,United States,,$5000+,,,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",shop.steelers.com,United States,,$2000+,"2,000,000+",,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",store.saatva.com,United States,$62k+,$2000+,"5,000+",100+,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",sigsauer.com,United States,$600k+,$5000+,"100,000+",100+,Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",stopagingnow.com,United States,$213k+,$1000+,100+,1+,Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",store-us.vmware.com,United States,$1b+,$10000+,"200,000+","10,000+",Very High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",justmysize.com,United States,$75k+,$1000+,"2,000+",,-,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",superbrightleds.com,United States,$483k+,$5000+,500+,10+,Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",mcprod.vandykes.com,United States,,$2000+,100+,10+,Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",mcprod.sparkfun.com,United States,$2.5m+,$2000+,"50,000+",100+,Very High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",samash.com,United States,$855k+,$5000+,"10,000+",100+,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",silhouettedesignstore.com,United States,$391k+,$500+,"10,000+",,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",jerrysartarama.com,United States,$812k+,$5000+,"2,000+",100+,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",vitamix.com,United States,$84k+,$10000+,"20,000+",100+,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",scufgaming.com,United States,$477k+,$5000+,"750,000+",100+,-,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",vortexoptics.com,United States,$480k+,$2000+,"20,000+",100+,Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",vitalitymedical.com,United States,$632k+,$2000+,500+,10+,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",iboats.com,United States,,$2000+,"5,000+",,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",mcstaging.sunbeltrentals.com,United States,,$10000+,"1,000+","10,000+",Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",shop.iccsafe.org,United States,$53k+,$10000+,,,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",vionicshoes.com,United States,$859k+,$5000+,"1,000+",100+,Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",shop.jaguarusa.com,United States,$43k+,$5000+,"400,000+","1,000+",Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",sleequipment.com,United States,$158k+,$500+,"1,000+",,Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",shiekh.com,United States,$502k+,$2000+,"10,000+",,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",shop.ilovegrowingmarijuana.com,United States,$28k+,$2000+,"1,000+",,Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",sportys.com,United States,$656k+,$2000+,"10,000+",,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",silhouetteamerica.com,United States,$433k+,$1000+,"10,000+",,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",shopping.subzero-wolf.com,United States,,$10000+,"10,000+","1,000+",High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",silencershop.com,United States,$508k+,$2000+,"1,000+",,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",vintageking.com,United States,$685k+,$2000+,"5,000+",,High,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",shoesensation.com,United States,$335k+,$2000+,250+,,Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",expo-stage2.ironman.com,United States,,$5000+,"150,000+",100+,Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",sdbullion.com,United States,,$2000+,,,Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",snakeriverfarms.com,United States,$621k+,$5000+,"2,000+",,Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",skinit.com,United States,$283k+,$2000+,"10,000+",10+,Medium,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",vaporfi.com,United States,$371k+,$2000+,"2,000+",,-,"42,298"
Magento,2020 - 2024,eCommerce,"129,106",jacksonsart.com,United Kingdom,$303k+,$2000+,10+,,Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",shop.jaguar.com,United Kingdom,$197k+,$10000+,"750,000+","10,000+",High,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",seicane.com,United Kingdom,$20k+,$250+,,,-,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",giftcards.just-eat.co.uk,United Kingdom,,$5000+,,"1,000+",High,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",joancee.com,United Kingdom,$54k+,$500+,"2,000+",,-,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",surfdome.us,United Kingdom,$294k+,$2000+,"10,000+",,-,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",parts.jcb.com,United Kingdom,,$5000+,"1,000+","10,000+",Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",simmi.com,United Kingdom,$312k+,$2000+,"1,000,000+",,Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",frontierstore.net,United Kingdom,$232k+,$2000+,"20,000+",,Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",pmtonline.co.uk,United Kingdom,$348k+,$2000+,,,Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",e-commerce-stage-it.fcagroup.com,United Kingdom,,$5000+,,"100,000+",Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",wetanz.com,United Kingdom,$308k+,$1000+,,,Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",shop.bfi.org.uk,United Kingdom,,$2000+,"5,000+",,Very High,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",betterbraces.com,United Kingdom,$574k+,$5000+,100+,,-,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",bigbustours.com,United Kingdom,$373k+,$2000+,100+,,Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",mcprod.nationalgallery.org.uk,United Kingdom,$2.2m+,$2000+,"500,000+",,Very High,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",giftshop.bhf.org.uk,United Kingdom,,$5000+,"200,000+","1,000+",Very High,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",shop.delish.com,United Kingdom,,$10000+,"20,000+",,Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",shop.dailystar.co.uk,United Kingdom,,$5000+,"150,000+",,Very High,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",shop.royalmail.com,United Kingdom,$2.7m+,$5000+,"100,000+","100,000+",Very High,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",liverpoolfc.com,United Kingdom,$455k+,$5000+,"300,000+","1,000+",Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",hitchedshop.hitched.co.uk,United Kingdom,,$5000+,"10,000+",,Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",hebeos.com,United Kingdom,$66k+,$1000+,50+,,-,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",ruroc.com,United Kingdom,$202k+,$2000+,"400,000+",,-,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",it.hudsonreed.com,United Kingdom,,$2000+,100+,,Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",usborne.com,United Kingdom,$604k+,$2000+,"20,000+",,High,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",driftworks.com,United Kingdom,$1k+,$1000+,"2,000+",1+,Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",image-offers.mirror.co.uk,United Kingdom,,$5000+,"10,000+",100+,Very High,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",shop.express.co.uk,United Kingdom,,$5000+,"500,000+",,Very High,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",merchoid.com,United Kingdom,$51k+,$1000+,,1+,Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",mobilefun.com,United Kingdom,$681k+,$500+,"5,000+",10+,Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",mobilefun.co.uk,United Kingdom,$681k+,$1000+,"5,000+",10+,Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",elemis.com,United Kingdom,$1.5m+,$10000+,"300,000+",100+,Medium,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",military1st.com,United Kingdom,$171k+,$1000+,"50,000+",,-,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",aitaikuji.com,United Kingdom,$80k+,$1000+,"10,000+",,-,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",pay.magnumphotos.com,United Kingdom,$303k+,$500+,"2,000,000+",100+,Very High,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",mymemory.com,United Kingdom,$75k+,$1000+,"1,000+",1+,-,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",epicmilitaria.com,United Kingdom,$147k+,$2000+,"5,000+",,-,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",marijuana-seeds.nl,United Kingdom,,$2000+,,,-,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",inov-8.com,United Kingdom,$507k+,$2000+,,,High,"10,106"
Magento,2020 - 2024,eCommerce,"129,106",apaclearningacademy.philips.com,Netherlands,$3.8m+,$10000+,"200,000+","10,000+",Very High,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",taxna.wolterskluwer.com,Netherlands,,$10000+,"1,000+","10,000+",Very High,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",shop.wur.nl,Netherlands,$222k+,$10000+,500+,"1,000+",Very High,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",collectclub.postnl.nl,Netherlands,,$10000+,"50,000+","10,000+",Very High,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",webshop.telegraaf.nl,Netherlands,,$5000+,"400,000+",100+,Very High,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",en-ae.rituals.com,Netherlands,$3.0m+,$10000+,"10,000+",,Very High,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",readeronline.leidenuniv.nl,Netherlands,,$5000+,"1,000+",10+,Very High,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",magic-mushrooms-shop.com,Netherlands,$42k+,$500+,"1,000+",,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",softwarelicense4u.com,Netherlands,$214k+,$2000+,,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",vpro.nl,Netherlands,$2.3m+,$5000+,500+,10+,Very High,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",fiftiesstore.com,Netherlands,$79k+,$1000+,,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",speedhiveshop.mylaps.com,Netherlands,,$5000+,"1,000+",,Medium,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",meijers.com,Netherlands,$123k+,$1000+,500+,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",shop.tudelft.nl,Netherlands,$2.3m+,$5000+,"20,000+","1,000+",Very High,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",webwinkel.vandale.nl,Netherlands,,$2000+,"1,000+",,High,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",vogels.com,Netherlands,$634k+,$2000+,500+,,High,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",waiglobal.com,Netherlands,$81k+,$1000+,250+,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",amsterdamseedcenter.com,Netherlands,$20k+,$250+,"5,000+",,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",erclassics.com,Netherlands,$46k+,$500+,500+,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",elektor.com,Netherlands,$507k+,$2000+,"5,000+",,High,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",webshop.damen.com,Netherlands,,$5000+,"5,000+","1,000+",Medium,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",foscam.eu,Netherlands,$70k+,$1000+,,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",playseat.com,Netherlands,$325k+,$2000+,"10,000+",,Medium,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",yireo.com,Netherlands,$48k+,$1000+,"1,000+",,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",ventilatieshop.com,Netherlands,$179k+,$2000+,,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",joiebaby.com,Netherlands,$291k+,$2000+,,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",shogun.nl,Netherlands,$43k+,$500+,"1,000+",,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",eleganza.nl,Netherlands,$100k+,$1000+,"1,000+",,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",examenoverzicht.nl,Netherlands,$131k+,$2000+,"5,000+",,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",up-shop.org,Netherlands,$214k+,$1000+,,,Medium,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",udggear.com,Netherlands,$63k+,$500+,250+,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",shop.researchsoftware.com,Netherlands,$1k+,$250+,,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",hartberger.nl,Netherlands,$33k+,$500+,,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",sectolin.com,Netherlands,$30k+,$500+,,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",scott.skyberatedev.nl,Netherlands,,$2000+,,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",pol.nl,Netherlands,$88k+,$1000+,100+,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",witgoedspecialist.nl,Netherlands,$229k+,$2000+,,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",parfumcenter.nl,Netherlands,$157k+,$500+,100+,,Medium,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",postbeeld.nl,Netherlands,$39k+,$500+,,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",pfconcept.com,Netherlands,$143k+,$2000+,250+,,-,"8,876"
Magento,2020 - 2024,eCommerce,"129,106",vivobarefoot.com,Germany,$561k+,$2000+,"10,000+",,High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",shop.visitberlin.de,Germany,$201k+,$500+,"20,000+",,Very High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",ru.puma.com,Germany,$100m+,$10000+,"1,000,000+","10,000+",Very High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",it.rc.uat.online.pg.com,Germany,$100m+,$10000+,"1,000+","10,000+",Very High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",wmfamericas.com,Germany,$211k+,$1000+,500+,,-,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",technik.bild.de,Germany,,$5000+,250+,100+,Very High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",omegawatches.com,Germany,$485k+,$5000+,"150,000+",,Medium,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",mineria.basf.com,Germany,$100m+,$10000+,"1,000+","10,000+",Very High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",shop.lesmills.com,Germany,$69k+,$5000+,"400,000+","1,000+",High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",hobbyking.com,Germany,$2.5m+,$1000+,"5,000+",,Very High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",liebherr.com,Germany,$100m+,$10000+,"5,000+","10,000+",Very High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",ebook-download.mediamarkt.de,Germany,$684k+,$5000+,"20,000+",,High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",abo-shop.express.de,Germany,,$5000+,"50,000+","1,000+",High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",aboshop.essen-und-trinken.de,Germany,,$5000+,"100,000+",10+,High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",alandia.de,Germany,$106k+,$10+,"2,000+",,Medium,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",avesuveganshoes.com,Germany,$1k+,$0+,100+,,-,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",nuclearblast.de,Germany,$425k+,$5000+,"50,000+",,Medium,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",corporateshop.covestro.com,Germany,$1.3m+,$10000+,"10,000+",100+,High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",kartenwelt.rewe.de,Germany,$843k+,$5000+,"10,000+","10,000+",High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",uni-tuebingen.de,Germany,,$2000+,500+,,Very High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",shoepassion.com,Germany,$56k+,$500+,"5,000+",,-,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",mcstaging.shop.schenckprocess.com,Germany,$100m+,$5000+,"1,000+","1,000+",Medium,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",ideecadeau.fr,Germany,$31k+,$500+,"2,000+",,-,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",vaude.com,Germany,$750k+,$5000+,"2,000+","1,000+",High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",deals.franzis.de,Germany,$216k+,$2000+,100+,100+,Medium,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",shop.fendt.com,Germany,$26k+,$2000+,"2,000+","1,000+",Medium,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",wmf.com,Germany,$463k+,$5000+,,"1,000+",Medium,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",wimo.com,Germany,$113k+,$2000+,"1,000+",1+,-,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",shop.mann-hummel.com,Germany,$84k+,$5000+,,"10,000+",Medium,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",elanskis.com,Germany,$62k+,$1000+,"10,000+",,-,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",beyerdynamic.com,Germany,$608k+,$5000+,"10,000+",100+,High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",gdz.bkg.bund.de,Germany,,$5000+,"50,000+","1,000+",Very High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",webshop.tu-chemnitz.de,Germany,,$2000+,,,High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",shop.lamy.com,Germany,$66k+,$2000+,"50,000+",100+,High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",shop.haz.de,Germany,,$2000+,"20,000+",,High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",hueber.de,Germany,$31k+,$500+,50+,,High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",falke.com,Germany,$456k+,$5000+,"20,000+",100+,Medium,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",polsky.tv,Germany,$1k+,$0+,,,-,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",gigaset.com,Germany,$629k+,$5000+,"5,000+",100+,High,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",firebearstudio.com,Germany,$254k+,$2000+,,,-,"8,080"
Magento,2020 - 2024,eCommerce,"129,106",navionics.com,Italy,$470k+,$1000+,"5,000+",,High,"4,336"
Magento,2020 - 2024,eCommerce,"129,106",ae.diesel.com,Italy,$1.0m+,$5000+,"100,000+","1,000+",High,"4,336"
Magento,2020 - 2024,eCommerce,"129,106",shop.delonghi.com,Italy,$100m+,$10000+,"1,000+","1,000+",High,"4,336"
Magento,2020 - 2024,eCommerce,"129,106",shop.ducati.com,Italy,$56k+,$10000+,"200,000+","10,000+",Medium,"4,336"
Magento,2020 - 2024,eCommerce,"129,106",store.alfaromeo.com,Italy,$100k+,$5000+,500+,100+,High,"4,336"
Magento,2020 - 2024,eCommerce,"129,106",fizik.com,Italy,$279k+,$2000+,"10,000+",,Medium,"4,336"
Magento,2020 - 2024,eCommerce,"129,106",ecommerce.mip.polimi.it,Italy,$2.2m+,$2000+,"10,000+",,Very High,"4,336"
Magento,2020 - 2024,eCommerce,"129,106",shop-italia.maserati.com,Italy,,$10000+,"2,000+","1,000+",High,"4,336"
Magento,2020 - 2024,eCommerce,"129,106",motostorm.it,Italy,$116k+,$100+,100+,,Medium,"4,336"
Magento,2020 - 2024,eCommerce,"129,106",negozi.tim.it,Italy,,$10000+,,"10,000+",High,"4,336"
